full_tweets,location,quote_count,reply_count,retweet_count,favorite_count,language
"في مقبرة الجلاز في تونس، يحمل 4 رجال جثمانا موضوعا في كيس بلاستيكي ويضعونه في الحفرة المخصصة له بعد أن يتلو عليه أقاربه الفاتحة",Tunisia,0,0,1,4,ar
اغلب الناس الي بتقول الغوا الامتحانات خافين من كورونا كذابين ودهم يقعدوا ف القهاوي بدون تأنيب ضمير,"Kafr El Shikh, Egypt-Dubai,UAE",0,0,0,0,ar
ظهر وتوي طالعه من دوام مافينييي حيلل اخخ والله كورونا كانت مسويه خير بالدوام عن بعد,نجد العذيه,0,0,0,0,ar
الميركاڤا منضربا بصاروخ كورنيتمنضربا بكلمة من القلب,لبنان,0,0,0,0,ar
النمسا تجري ملايين الفحوصات أسبوعيا لتجنب موجة ثالثة من الوباء                              كورونا أخبارالآن,Middle East | الشرق الأوسط,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,unknown,0,6,140,82,ar
ياريسارجوكالطلابهتموتيعنى انا بصراحة مش عايز عناد ما بعده عناد وكل دا ليه علشان العالم يقول مصر نظمت بطولة العالم,unknown,0,0,2,0,ar
لو مجاليش كورونا هيجيلي الغضروف من مطلع ابو الريش ياريسياريسارجوكالطلابهتموت,"قنا, مصر Naga hamady",0,0,8,2,ar
ليبيا  تتخطى حاجز 130 الف اصابة بفيروس كورونا المستجد covid19حسب بيان المركز الوطني لمكافحة الامراض,Libya,3,2,2,6,ar
فيديوالأمير جلوي بن عبدالعزيز بن مساعد أمير منطقة نجرانيتلقى الجرعة الأولى من لقاح كورونا كوفيد19,الرياض ,7,25,125,144,ar
مدير في البنكالدولي يهدّد بوقف اللقاحات لـ لبنان,"Beirut, Lebanon",0,0,0,0,ar
لو مجاليش كورونا هيجيلي الغضروف من مطلع ابو الريش ياريسياريسارجوكالطلابهتموت,unknown,0,0,9,2,ar
كورونا الإمارات تسجل 3005 إصابات جديدة ووفاة 5 حالات العربيةعاجل,"مكة المكرمة, المملكة العربية ا",0,0,2,10,ar
بحضور محافظ القنفذة انطلاق مركز التطعيم بلقاح كورونا كوفيد١٩ بمركز تدريب طب الاسرة بالقوز سجل الآن عبر تطبيقصحتي,unknown,2,4,10,11,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,unknown,0,6,141,82,ar
النمسا تجري ملايين الفحوصات أسبوعيا لتجنب موجة ثالثة من الوباء                              كورونا أخبارالآن,Iraq,0,0,1,0,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,6,75,89,ar
ياريت يا ريس لو سمحت تشوف كام حد كاتب ان عندوا كورونا و هينزل امتحانات عشان تعرف احنا داخلين علي ايهياريسارجوكالطل,unknown,0,0,12,5,ar
"1حسب ماوردني احذروا البهارات الهندية ، أكثرها تحوي بول او روث البقر الذي يقدسونه الهندوسولكم مني الكرامة","Irvine, CA",0,3,1,0,ar
"صحيفة صهيونية تقول إن حكومة نتنياهو تفكر بالتبرع بلقاحات كورونا لدول ليس لها علاقات مع الكيان، وذلك مقابل اتفاقات تطبيعون",unknown,0,5,17,110,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,0,0,44,28,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,4,209,148,ar
الصحة في القنفذة تبدأ بتشغيلمركز لقاح كورونا كوفيد19 وذلك بمركز تدريب طب الأسرة بالقوز ويستعد لإستقبال المسجلين بتطبيق صحتي للحصول على اللقاح  التسجيل مُتاح عبر تطبيق صحتي,مكة المكرمة,0,0,0,0,ar
لو مجاليش كورونا هيجيلي الغضروف من مطلع ابو الريش ياريسياريسارجوكالطلابهتموت,unknown,0,0,10,2,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش,unknown,0,2,9,3,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,unknown,3,2,191,130,ar
مدير في البنكالدولي يهدّد بوقف اللقاحات لـ لبنان,Iraq,0,0,1,0,ar
ياريسارجوكالطلابهتموتياريسارجوكالطلابهتموت تخيل لما نعمل استبيان وصدي البلد تعمب استفتاء لو جالك كورونا هتنزل ولا تاجل واكتر من 45k نازل لو اتصاب تخيل بقا حجم الكارثة الي هتحصل,"Alexandria, Egypt",0,0,0,0,ar
الدول بتأجل وبتعمل الامتحانات والدراسه  اونلاين عشان فيروس كورونا القاتل وزير التعليم العالي  هنطبق التعليم الهجين و,unknown,2,0,19,14,ar
فلورنتينوبيريز رئيس ريالمدريد يتعافى من كورونا ولن يسافر مع بعثة الفريق إلى إيطاليا اليوم الثلاثاء استعداداً لملاق,unknown,0,0,2,1,ar
شركةالتعقيمبالرياض نقدم لكم مواد تعقيم خام في القضاء علي مكافحة الفيروسات من بعد وقبل كورونا الرياض السعودية الرياض,unknown,0,0,15,1,ar
أعلنت المديريةالعامةللأمنالعام عن السماح بدخول اللبنانيين العالقين في سوريا عبر مركزي المصنع والعبودية الحدوديين إعتبار,Lebanon,0,0,1,0,ar
رابط التقرير,Switzerland,0,0,0,0,ar
في ظل هذه الأزمة الصحية التي نعيشها بسبب تداعيات جائحة كورونا كان دور المعلم هو الأبرز في أداء الأمانة و إيصال الرسالة,unknown,0,0,1,1,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,"القاهرة, مصر",1,4,210,148,ar
ياريسارجوكالطلابهتموتلا حول ولا قوه الا بالله ٤ طلاب ف جامعه جنوب الوادي ماتو  من كورونا ولسا الوزير مصمم اننا نمتحن ف,unknown,0,1,82,47,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,"سوهاج, مصر",1,4,211,148,ar
احنا مش كبش فدا عشان حضراتكو تخاطروا بينا وتنزلونا نمتحن عشان تثبتوا انكو الدولة الوحيدة اللي عملت امتحانات في أزمة كورون,unknown,0,0,10,1,ar
ياريسارجوكالطلابهتموتاحنا هننزل في المواصلات العامة يا ريسالوزراء كانت اجتماعاتهم بالفيديو يا ريس واتصابواده غير ان,unknown,0,0,48,24,ar
شركةالتعقيمبالرياض نقدم لكم مواد تعقيم خام في القضاء علي مكافحة الفيروسات من بعد وقبل كورونا الرياض السعودية الرياض,unknown,0,0,16,1,ar
وصلتني رسالة أنني مؤهل لأخذ لقاح كوروناولكن عندما ادخل على التطبيق واصل لصفحة حجز وتحديد المركز واليوم تظهر لي كل الايام مشغولة,المدينة النبوية المنورة,0,0,0,0,ar
"ماذا عن ذوي الاحتياجات الخاصة في زمن كورونا؟، مستشار قانوني لدى الأورومتوسطي المقال كاملًا","Genève, Suisse",0,0,0,0,ar
لا ولا ثانيه ينتظر والمفروض بعد يسوي لها صيوان عزاء ويحفر لها قبر لاينتظر وإحتمال تكون كورونا لايلمسها ولايقربها يوكل ناس لها ويروح يهتم بزواجه,المملكة العربية السعودية,0,0,0,0,ar
"اختلفت طبيعة العمل بعد جائحة كورونا وأصبح الطبيعي الآن مُختلف      عن الطبيعي قبلها، أبرز هذه الاختلافات هو اعتماد الحلول الرقمية       عوضاً عن الحلول التقليدية، استفد من التطور والتقنية وتواصل        معانا لإضافة عيادتك إلى الحجز المركزي",Riyadh,0,0,0,0,ar
صح خيي ابو يوغا,unknown,0,0,1,2,ar
ظلت دولة الامارات تقدم الدعم والمساعدات الانسانية للدول الاقل نموءاً بالرغم من انتشار فيروس كورونا خلال العامين لم تتوقف,unknown,0,0,1,10,ar
بس الدوله تتحمل بقا لو حد جاله كورونا ونزل الامتحانات وعدا عدد كبير من الطلبه ياريسارجوكالطلابهتموت,unknown,0,0,25,18,ar
انا خسرت جدتيني الاتنين بسبب كورونا مش عايز اخسر حد تاني ارجوك اونلاين يا ريسياريسارجوكالطلابهتموت,unknown,0,0,9,6,ar
عون يبحث التعاون بين لبنان و المنظمةالدوليةللهجرة,unknown,0,1,2,8,ar
"الملك سلمان قال قبل سنة  انه يدعم بشكل كامل منظمة الصحه العالميه في مواجهة كورونا ، بعد سنة السعودية من ضمن الدول الخمس في العا",unknown,0,1,14,12,ar
يهتم ولي العهد وخادم الحرمين الشرفيين بالتعامل مع الاجراءات الاحترازيه لمواجه فيرس كورونا المستجد حيث ينشئ الكثير من المراك,unknown,0,0,1,2,ar
لو مجاليش كورونا هيجيلي الغضروف من مطلع ابو الريش ياريسياريسارجوكالطلابهتموت,unknown,0,0,11,2,ar
"الدكتوررجبالعويسي، يكتباللجنة العليا لــكوفيد 19 نموذج صنع عُمان القوةهيثمبنطارققابوسب",سلطنة عمان.مسقط,0,6,50,69,ar
احنا مش كبش فدا عشان حضراتكو تخاطروا بينا وتنزلونا نمتحن عشان تثبتوا انكو الدولة الوحيدة اللي عملت امتحانات في أزمة كورون,unknown,0,0,11,1,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,74,53,ar
people بانوراما  سلالة كورونا متحورة جديدة تظهر في فنلندا بانوراما  سلالة كورونا متحورة جديدة تظهر في فنلندا,Global Worldwide,0,0,0,0,ar
"فی كبسولة بتنقعها بمي بتصير منشفة، هاي بتختصر جهد السفيرة الخيري",بالبيت ببعلبِك,1,24,25,173,ar
اصغر فيروس بالعالم ركع البشريةاتعظوا كورونا لبنان covid,lebanon,0,0,0,0,ar
"١ بل يجب ، وليس لأحد حبسها لا عن الواجب ولا المندوب ولا غيرههي حرة وليست عبدة تموت بوفاته",unknown,1,3,13,31,ar
مشتاق الكم يا اهلنا في حايلlلانلعنبو كورونا اللي تبعدنا عنكم جعل السحاب الي مساقه لـ حايليسقي ثرى برزان واطراف عقده,unknown,0,4,42,25,ar
ابغا اخلص الجامعه بسرعه وتقولي اعيد سنه منها وبعدين اذا رجعنا ترا نرجع سنه كورونا الي فيها حجر وفيها كوارث عالميه وكوارث شخصيه من كلل جهه مستحييييلل ارجع,unknown,0,0,0,0,ar
people تفاعلكم  الشرطة الإسبانية تداهم حفلا خالف قيود كورونا  والضيوف يختبئون الشرطة الإسبانية تنشر لقطات توثق من خلالها لحظة دخول ضباطها حفلا خالف قيود كورونا  ماذا فعل الضيوف؟,Global Worldwide,0,0,0,0,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,unknown,3,2,192,131,ar
بس الدوله تتحمل بقا لو حد جاله كورونا ونزل الامتحانات وعدا عدد كبير من الطلبه ياريسارجوكالطلابهتموت,unknown,0,0,26,18,ar
تم بحمد الله تعالى اعطاء لقاح كورونا لمريض في منزلة من قبل فريق الرعاية المنزلية بالمدينة الطبية الجامعية بقيادة دوليد,"Riyadh, Kingdom of Saudi Arabia",0,1,6,8,ar
طيران الإسرائيلي يخرق سماء لبنانجوزيف طوق,Lebanon,0,0,0,0,ar
"مش مرقعة ، أنا جاتلي كورونا والمنهج بيتشرح وبعدها حصلت حالة وفاة بردو بسببو الي مش فارقه معاه بيسقط عادي انما الي بيتكلم",unknown,0,0,8,2,ar
بمناسبة الأعياد الوطنيةجمعيات النفع العام تُحييّ شهداء المقاومة وأبطال الكوادر الطبية المقاومين لوباء كورونا نستذك,دولة الكويت,0,1,1,1,ar
فيني كحه واخاف اكح يحسبون فيني كورونا,unknown,0,0,0,0,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,43,29,ar
يا جماعه والله ناس عندها كورونا وهتنزل الامتحان ومش هتقول لحد أنها عندها كورونا دا غير إلى ممكن يكون عنده ومش عارف علشان,unknown,0,0,13,7,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,4,212,148,ar
1 هيئة الغذاء والدواء الأمريكية لديها اكثر من مسار لاعتماد الأدوية واللقاحات ومنها مسار الموافقةapproval ومسار اجازه,unknown,0,3,12,25,ar
هذي أول سنه ما أسافر لأوربا عشان كورونا في العادة ما أسافر عشان مامعي فلوس,unknown,1,2,163,20,ar
نوب حنا ما خلص كورونا خلوا أدعية وقرآن توبوا,unknown,0,0,0,0,ar
"طب انا دلوقت عندي كورونا ومش هضحي بسنة كاملة وهشيل ذنب كل الناس الي هعديها،المفروض أعمل ايهياريسارجوكالطلابهتموت",unknown,0,0,4,4,ar
والله ياخوان  من بداية ازمة كورونا 2020 سنة للحين مومحصل عمل عندي 4 اطفال اجاري طايف اكثر من اشهور وكل ماقدم عمل يقول راتب 1,Kuwait,0,0,2,0,ar
"مدير وحدة السلامة ومكافحة العدوى بوزارة الصحة في قطاع غزة، رامي العبادلة 41 من المواطنين أصيبوا بفيروس كورونا ولديهم أجسام مناعية",gaza,0,0,0,0,ar
لاحظوا وسائل الضغط الإيرانية على امريكاصواريخ بواسطة الحشد الشيعي على أربيلطائرات مسيره على مطارات السعوديةتوقعي القادمتصعيد خطير في لبنان,unknown,0,0,0,0,ar
يجوك يقولوك معاش في كورونا ومدايرين زحمه في كل مكان ومن غير اجراءات وقائية,Libya,0,0,0,0,ar
شو سوى لبنان لنفسه عشان يسوي لفلسطين وهذه نست ان الامارات والخليج هم اللي نظفوها وطلعوها وملت جيوبها باجر بتفلس في لبنان بتجي تشحت,unknown,0,0,0,0,ar
بأكثر من 2 مليوني تغريدة هاشتاج ياريسأرجوكالطلابهتموت يتصدره موقع تويتر في مصر للمطالبة بإجراء الامتحانات عن بعد بسبب,unknown,4,3,61,73,ar
هل يوقف البنك الدولي القرض بشأن لقاحات كورونا ؟؟,unknown,0,0,0,0,ar
قرارات حكومة لبنان التي تخضع  لهيمنة حزبالله العائد ل ايران  باتهام المتظاهرين في طرابلس بالارهاب ظالمة وغير معقولة ولا يوجد لها سابقة  اتهامات سياسية واضحة ومقصودة وليست قضائية,unknown,0,0,0,0,ar
السعودية لولا الدعم المادي للبنان كانت في خبر كان السعودية على مدى 30 سنة دعمه الاقتصاد اللبناني ولبنان استفاد من السعودية اكثر من أي دولة أخرى قولي لي شو استفاد لبنان من سوريا قولي لي شو استفاد لبنان من إيران 1000000 لبناني يشتغلون في دول الخليج والسعودية,Germany,0,0,0,0,ar
"اونلاين تأجيل  انا ضد التأجيل شكلا ومضمونا، انما لو خايفين ع حياتكم زي مبتقولوا كنتوا عملتوا الهاشتاج اننا نمتحن اونلاين مش نأجل، لان كورونا بقا امر واقع وعايش معانا هناجل لحد امته الاونلاين اسلم حل",unknown,0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,75,54,ar
ياريسارجوكالطلابهتموتالوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,unknown,0,0,7,2,ar
ان ما يحصل في لبنان اليوم هو نوع من الكباش بالوكالة أو حرب الوكالة سليمالصايغعشرين30,unknown,4,2,36,101,ar
الوزراء بيجلهم كورونا وهما علي المكاتب واحنا ب الشكل ده ننزل عادي ياريسارجوكالطلابهتموت,unknown,3,2,193,131,ar
"رسالة توعوية أخي المعلم  أختي المعلمة اجعل شعارك دائمًا مع طلابك لمواجهة فيروس كورونا المستجد احذر، تسلم بإذن الله ت",unknown,0,2,51,19,ar
فضائل التسبيح الجزء الأولمقاطعهالمنتجاتالفرنسيه119 مصر السودان السعودية قطر الامارات البحرين الأردن فلسطين سوريا العراق الكويت اليمن عُمان لبنان ليبيا الجزائر المغرب موريتانيا تركيا الاهلي الزمالك دوريأبطالأفريقيا الهلال العين,"القاهرة, مصر",0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,76,56,ar
شركةالتعقيمبالرياض نقدم لكم مواد تعقيم خام في القضاء علي مكافحة الفيروسات من بعد وقبل كورونا الرياض السعودية الرياض,المملكة العربية السعودية,0,0,17,1,ar
لو مجاليش كورونا هيجيلي الغضروف من مطلع ابو الريش ياريسياريسارجوكالطلابهتموت,unknown,0,0,12,3,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,مصر,0,1,77,56,ar
كورونا الإمارات تسجل 3005 إصابات جديدة ووفاة 5 حالات العربيةعاجل,KSA,0,1,3,14,ar
الله يطعنني ياكِ يا رب,بوصل طلبيات و بحب شغلي كتير,0,0,0,0,ar
ياريسارجوكالطلابهتموت دددووس,Mansoura,0,0,0,0,ar
ادام الله ملكنا الملك عبدالله الثاني فقد أنفق الكثير لمساعدة كبار السن والأطفال في مخيم اللاجئين للتطعيم ضد فيروس كوروناملكالاردن,unknown,0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش,unknown,0,0,1,0,ar
و لله الحمدللتو أخذت جرعة تطعيم كوروناشكرا وطني قيادة و مسئولين بعدد كل حبة رمل في أديم هذه الأرض المباركةشكرا,المملكة العربية السعودية,0,5,10,17,ar
لم نسمع بحملة اميركية لانقاذ العالم من كورونا بل على العكس أمر بايدن بتنكيس العلم الاميركي لأن عدد الاميركيين الذين قضوا بالو,Iraq,0,6,51,195,ar
فضائل التسبيح الجزء الأولمقاطعهالمنتجاتالفرنسيه119 مصر السودان السعودية قطر الامارات,المملكة العربية السعودية,0,0,1,0,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,6,76,89,ar
معدلات استهلاك النفط قبل وبعد كوروناحاليا  في ظل كورونامتوسط الاستهلاك قرابة 958 مليون برميل يومياقبل كورونا متوسط الاستهلاك 100 مليون برميل يومياتقرير مورجاناستانلي,12 Street Attar - Osim - Giza,0,0,0,0,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,6,77,89,ar
ياريسارجوكالطلابهتموت احيه اخيه ياريس والله ما ينفع والله الشعب حيروح يختبر حيجيه كورونا يعني حيمرض وادا مرض حيموت او,unknown,0,0,1,0,ar
المتحدثة باسم الخارجية القطرية لولوة الخاطر تنصُّل سلطات الاحتلال من مسؤولية توفير لقاح كورونا للفلسطينيين داخل الأراضي الم,(القدس),0,4,12,82,ar
انا خسرت جدتيني الاتنين بسبب كورونا مش عايز اخسر حد تاني ارجوك اونلاين يا ريسياريسارجوكالطلابهتموت,unknown,0,0,10,6,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,4,214,149,ar
ظلت دولة الامارات تقدم الدعم والمساعدات الانسانية للدول الاقل نموءاً بالرغم من انتشار فيروس كورونا خلال العامين لم تتوقف,unknown,0,0,2,13,ar
كلمة بعنوان    التحذير من الشرك بالله  لفضيلة الشيخ الحارث بن سراج الزهراني  حفظه الله  و ذلك ضمن برامج جمعية الدعوة بت,unknown,1,0,4,2,ar
يوفر جهاز i id i خاصية التحقق من الشخصية بوجود الكمامcovid19 مدينةالأعمال,unknown,0,2,54,9,ar
لان الوزير يدري ان موضوع كورونا موضوع سياسي وليس صحي,ksaالشرقية ..,0,1,10,19,ar
جولات ميدانية لشرطة حائل لمنع انتشار كوروناالجزيرة سلطانالشبرمي,unknown,1,15,53,13,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,78,56,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش,unknown,0,0,2,0,ar
يا للبؤس يا للعار,unknown,0,1,1,9,ar
بحضور قيادات الصحة وسفير بكين وصول شحنة جديدة من لقاح سينوفارم الصيني المضاد لفيروس كورونا تبلغ 300 ألف جرعة إلى مطار,"القاهرة, مصر",1,0,2,9,ar
العياصرة تسجيل إصابات كورونا بمدرستين في جرش,Amman,0,0,0,0,ar
إنا لله وإنا إلية راجعون وفاة الصيدلانية غادة جهاد أبو شقرة بعد اصابتها بفايروس كورونا,"العاصمه, دولة الكويت",0,0,0,0,ar
تعرف علي جراحة ازالة الشحوم الدهون من منطقة العانة,"Cairo, Egypt",0,0,0,0,ar
لا حدود لوقاحتهم وفسادهم وصفقاتهم  عنجد شي بقرف و بلعي النفس لبنان,beirut,0,0,1,6,ar
ربنا يرحمك ويصبر أهلكضحيهاهمال,unknown,0,0,0,0,ar
"في مقبرة الجلاز في تونس، يحمل 4 رجال جثمانا موضوعا في كيس بلاستيكي ويضعونه في الحفرة المخصصة له بعد أن يتلو عليه أقاربه الفاتحة فيما يخرق رهبة المكان صوت لطفي يجهش بالبكاء على أخيه صالح الذي يوارى الثرى بعد بعد وفاته بسبب كورونا","الدوحة, دولة قطر",0,0,0,0,ar
"مدير وحدة السلامة ومكافحة العدوى بوزارة الصحة بغزة، رامي العبادلة أتوقع أن تشهد الأسابيع المقبلة موجات جديدة من فيروس كورونا في حال عدم التزام المواطنين باجراءات الوقاية",gaza,0,0,0,0,ar
شاهد نكران أصحاب المتاجرين بالكضية الامارات ترسل لهم لقاح ضد كورونا الروسي وهم يشكرون روسيا ويتجاهلون الامارات تماماً htt,unknown,0,4,3,2,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,2,4,214,148,ar
ياريسارجوكالطلابهتموت صوتناا بيوصل,unknown,0,0,6,4,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,2,4,215,148,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,79,56,ar
جنبلاط لنصرالله هل تعترفون بالكيان اللبناني أم صار لبنان ملحقاً بإيران؟,Lebanon-Beirut,0,0,0,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,"الأسكندرية, مصر",0,1,80,56,ar
احنا خايفين نمتحن عشان مش عارفين حاجه مش عشان كورونا,Baltim,0,0,0,0,ar
انت نازل تمتحن هتخالط مين انت داخل من باب كليتك ع مدرجكك اللي هتمتحن فيه وبينك وبين اي طالب مسافه معتبرة هتقولي بقا كورونا,Baltim,0,0,0,0,ar
يعني الشعب هيتعب  ف الامتحانات وفي كوروناانما طول السنه لما الشعب كله كان بينزل الكليه يتروشن فيها ويخالط كل الكليه مش هيتعب ولا في كورونا,Baltim,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,unknown,0,6,142,82,ar
كورونا مايدل بيتكم ؟ ازعجتونا تالاالمبتزه,K.S.A,0,0,0,0,ar
ياريسارجوكالطلابهتموت ياريس البلد هتبوظ معظم الطلاب عندهم كورونا وبلاد كتير عماله تحظر من الي ممكن يحصل في مصر,unknown,0,1,118,70,ar
احنا مش كبش فدا عشان حضراتكو تخاطروا بينا وتنزلونا نمتحن عشان تثبتوا انكو الدولة الوحيدة اللي عملت امتحانات في أزمة كورون,unknown,0,0,12,1,ar
"خطر التأخير في تلقي لقاح كورونا يلوح في الأفق بسبب الكمية القليلة المتوفرة، كيف سيكون السيناريو بعد فتح البلد في شهر آذار؟",Lebanon,0,0,0,0,ar
عاجل  الإمارات تسجل 3005 إصابات جديدة بفيروس كورونا ووفاة 5 حالات خلال الـ 24 ساعة الماضية,حضرموت ❤ ,0,1,1,1,ar
يهتم ولي العهد وخادم الحرمين الشرفيين بالتعامل مع الاجراءات الاحترازيه لمواجه فيرس كورونا المستجد حيث ينشئ الكثير من المراك,unknown,0,0,2,10,ar
عاجلالبنكالدولي قد يُجمِّد تمويله لدعم اللقاحات في لبنان,lebanon,0,0,3,0,ar
إتصل علي صديقي وقال  لماذا فعلاً السخرية الغير متوقعه أصبحت حقيقة؟قلت لآن الموضوع برمته سخريه على البشر جالسين يطقطقون علينا بصرحة فالموضوع مهزلة في مهزلة قَالَ إِن تَسْخَرُوا مِنَّا فَإِنَّا نَسْخَرُ مِنكُمْ كَمَا تَسْخَرُونَ,مكة المكرمة ,0,0,0,0,ar
المفوضية الأوروبية الوضع في لبنان يتدهور ويجب تشكيل الحكومة دون تأخير,unknown,0,0,1,4,ar
بعد ما حتى لحّق وزير الصحة يقص غاتو,Akkar,0,0,0,0,ar
ما فينا نقول الا كلام  مسؤول وواقعي,unknown,0,0,0,0,ar
صح ان كورونا وعندكم ظروف بس مو عذر تنزلون أغاني وطنية خايسة  لا جد اللي فينا مكفينا يعني,kuwait,0,0,0,0,ar
"يا آسي، بكرا بس تيجي لتقصفك الطيارة قلها لا please فلي",Lebanon,0,0,0,0,ar
"فی كبسولة بتنقعها بمي بتصير منشفة، هاي بتختصر جهد السفيرة الخيري",unknown,1,24,26,177,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,1,81,56,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش,مصر,0,0,3,0,ar
المقاومة المعادلة الأصعبالأمريكيون يهددون بالحرب على لبنان لتسهيل مهمة اسرائيل ولكن ليس بمقدورهم شن حرب ضد المقاومة في,Lebanon,0,0,54,107,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,10,8,ar
ياريسارجوكالطلابهتموت دددووس,unknown,0,0,1,0,ar
